no_municipio_prova,co_municipio_prova,sg_uf_prova,nome_uf_prova,regiao_nome_prova,nota_cn_ciencias_da_natureza,nota_lc_linguagens_e_codigos,nota_mt_matematica,nota_redacao,tp_status_redacao
Tubarão,4218707,SC,Santa Catarina      ,Sul         ,586.9,562.1,511.8,600.0,Sem problemas                                     
Porto Alegre,4314902,RS,Rio Grande do Sul   ,Sul         ,,,,,Missing - Sem informação                          
Juazeiro,2918407,BA,Bahia               ,Nordeste    ,589.8,576.5,653.8,700.0,Sem problemas                                     
Patos de Minas,3148004,MG,Minas Gerais        ,Sudeste     ,547.8,587.6,721.6,800.0,Sem problemas                                     
Juazeiro do Norte,2307304,CE,Ceará               ,Nordeste    ,392.0,495.7,627.3,920.0,Sem problemas                                     
Breves,1501808,PA,Pará                ,Norte       ,426.6,412.0,404.3,400.0,Sem problemas                                     
Boa Vista,1400100,RR,Roraima             ,Norte       ,410.3,515.1,399.4,0.0,Em Branco                                         
Nova Friburgo,3303401,RJ,Rio de Janeiro      ,Sudeste     ,,469.8,,520.0,Sem problemas                                     
Paço do Lumiar,2107506,MA,Maranhão            ,Nordeste    ,,,,,Missing - Sem informação                          
Iranduba,1301852,AM,Amazonas            ,Norte       ,516.2,412.6,398.9,420.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,532.6,597.3,550.7,560.0,Sem problemas                                     
Campo Grande,5002704,MS,Mato Grosso do Sul  ,Centro-Oeste,581.3,543.8,680.8,920.0,Sem problemas                                     
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,,,,,Missing - Sem informação                          
Gravatá,2606408,PE,Pernambuco          ,Nordeste    ,,,,,Missing - Sem informação                          
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,615.7,591.0,582.5,920.0,Sem problemas                                     
Maracanaú,2307650,CE,Ceará               ,Nordeste    ,457.2,555.4,421.1,600.0,Sem problemas                                     
São João del Rei,3162500,MG,Minas Gerais        ,Sudeste     ,629.5,595.7,668.3,860.0,Sem problemas                                     
Santa Bárbara d'Oeste,3545803,SP,São Paulo           ,Sudeste     ,397.1,389.7,432.9,400.0,Sem problemas                                     
Pelotas,4314407,RS,Rio Grande do Sul   ,Sul         ,550.1,584.4,606.3,460.0,Sem problemas                                     
Lauro de Freitas,2919207,BA,Bahia               ,Nordeste    ,390.1,570.1,402.8,560.0,Sem problemas                                     
Juazeiro,2918407,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
São Luís,2111300,MA,Maranhão            ,Nordeste    ,,,,,Missing - Sem informação                          
Maricá,3302700,RJ,Rio de Janeiro      ,Sudeste     ,451.9,449.8,383.2,400.0,Sem problemas                                     
Sousa,2516201,PB,Paraíba             ,Nordeste    ,,,,,Missing - Sem informação                          
Vacaria,4322509,RS,Rio Grande do Sul   ,Sul         ,527.7,439.1,385.8,640.0,Sem problemas                                     
Juazeiro do Norte,2307304,CE,Ceará               ,Nordeste    ,374.6,418.0,413.8,720.0,Sem problemas                                     
Sumaré,3552403,SP,São Paulo           ,Sudeste     ,,,,,Missing - Sem informação                          
Limeira,3526902,SP,São Paulo           ,Sudeste     ,519.3,554.6,691.1,620.0,Sem problemas                                     
Navegantes,4211306,SC,Santa Catarina      ,Sul         ,448.3,544.2,630.0,640.0,Sem problemas                                     
Prado,2925501,BA,Bahia               ,Nordeste    ,493.7,444.6,430.4,0.0,Fuga ao tema                                      
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,421.2,537.8,425.3,520.0,Sem problemas                                     
Porto Velho,1100205,RO,Rondônia            ,Norte       ,409.8,506.8,602.4,740.0,Sem problemas                                     
Ji-Paraná,1100122,RO,Rondônia            ,Norte       ,420.3,398.1,384.8,440.0,Sem problemas                                     
São Luís,2111300,MA,Maranhão            ,Nordeste    ,479.0,489.4,410.4,740.0,Sem problemas                                     
Novo Hamburgo,4313409,RS,Rio Grande do Sul   ,Sul         ,,443.0,,560.0,Sem problemas                                     
João Pessoa,2507507,PB,Paraíba             ,Nordeste    ,481.4,480.5,465.8,660.0,Sem problemas                                     
Salinas,3157005,MG,Minas Gerais        ,Sudeste     ,427.5,404.0,421.8,460.0,Sem problemas                                     
Montes Claros,3143302,MG,Minas Gerais        ,Sudeste     ,525.0,505.3,599.1,860.0,Sem problemas                                     
Brasília,5300108,DF,Distrito Federal    ,Centro-Oeste,484.7,536.9,443.0,680.0,Sem problemas                                     
Santarém,1506807,PA,Pará                ,Norte       ,426.0,380.6,396.5,500.0,Sem problemas                                     
Natal,2408102,RN,Rio Grande do Norte ,Nordeste    ,569.0,651.6,623.1,920.0,Sem problemas                                     
São Luís,2111300,MA,Maranhão            ,Nordeste    ,473.8,324.2,583.1,820.0,Sem problemas                                     
Cosmópolis,3512803,SP,São Paulo           ,Sudeste     ,,499.6,,560.0,Sem problemas                                     
Manaus,1302603,AM,Amazonas            ,Norte       ,,,,,Missing - Sem informação                          
Monte Alegre,1504802,PA,Pará                ,Norte       ,453.5,495.3,442.6,640.0,Sem problemas                                     
Teresina,2211001,PI,Piauí               ,Nordeste    ,556.5,532.5,518.9,600.0,Sem problemas                                     
Curitiba,4106902,PR,Paraná              ,Sul         ,425.9,522.7,391.6,560.0,Sem problemas                                     
Pará de Minas,3147105,MG,Minas Gerais        ,Sudeste     ,,,,,Missing - Sem informação                          
Cerejeiras,1100056,RO,Rondônia            ,Norte       ,,,,,Missing - Sem informação                          
Bragança,1501709,PA,Pará                ,Norte       ,458.5,556.9,385.2,540.0,Sem problemas                                     
Campo Grande,5002704,MS,Mato Grosso do Sul  ,Centro-Oeste,500.4,545.9,490.5,640.0,Sem problemas                                     
Livramento de Nossa Senhora,2919504,BA,Bahia               ,Nordeste    ,,,,,Missing - Sem informação                          
Marituba,1504422,PA,Pará                ,Norte       ,409.2,456.8,447.9,740.0,Sem problemas                                     
Marília,3529005,SP,São Paulo           ,Sudeste     ,451.3,468.5,473.3,540.0,Sem problemas                                     
Parauapebas,1505536,PA,Pará                ,Norte       ,466.5,541.9,412.8,580.0,Sem problemas                                     
Parnamirim,2403251,RN,Rio Grande do Norte ,Nordeste    ,515.6,547.2,627.7,700.0,Sem problemas                                     
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,507.3,443.9,552.7,620.0,Sem problemas                                     
São José do Rio Preto,3549805,SP,São Paulo           ,Sudeste     ,504.2,544.3,529.3,680.0,Sem problemas                                     
Santos,3548500,SP,São Paulo           ,Sudeste     ,450.1,542.0,658.1,840.0,Sem problemas                                     
Várzea Grande,5108402,MT,Mato Grosso         ,Centro-Oeste,,,,,Missing - Sem informação                          
Conselheiro Lafaiete,3118304,MG,Minas Gerais        ,Sudeste     ,632.1,591.1,690.7,920.0,Sem problemas                                     
Pedro Leopoldo,3149309,MG,Minas Gerais        ,Sudeste     ,709.7,709.7,758.9,580.0,Sem problemas                                     
Teresina,2211001,PI,Piauí               ,Nordeste    ,,514.2,,500.0,Sem problemas                                     
São Paulo,3550308,SP,São Paulo           ,Sudeste     ,,,,,Missing - Sem informação                          
Anápolis,5201108,GO,Goiás               ,Centro-Oeste,480.3,532.7,447.2,700.0,Sem problemas                                     
Fortaleza,2304400,CE,Ceará               ,Nordeste    ,610.9,616.9,724.8,960.0,Sem problemas                                     
Salgueiro,2612208,PE,Pernambuco          ,Nordeste    ,425.9,504.6,376.3,560.0,Sem problemas                                     
Aracaju,2800308,SE,Sergipe             ,Nordeste    ,483.9,438.6,452.4,720.0,Sem problemas                                     
Ponta Grossa,4119905,PR,Paraná              ,Sul         ,493.8,592.9,601.0,620.0,Sem problemas                                     
Itaquaquecetuba,3523107,SP,São Paulo           ,Sudeste     ,460.2,582.6,727.5,800.0,Sem problemas                                     
Maceió,2704302,AL,Alagoas             ,Nordeste    ,477.5,508.8,522.2,520.0,Sem problemas                                     
Glória do Goitá,2606101,PE,Pernambuco          ,Nordeste    ,405.0,585.7,442.7,700.0,Sem problemas                                     
Parnaíba,2207702,PI,Piauí               ,Nordeste    ,518.2,395.6,537.3,380.0,Sem problemas                                     
Lontra,3138658,MG,Minas Gerais        ,Sudeste     ,457.1,506.6,437.8,600.0,Sem problemas                                     
Serrinha,2930501,BA,Bahia               ,Nordeste    ,492.0,491.0,511.1,600.0,Sem problemas                                     
Ibaiti,4109708,PR,Paraná              ,Sul         ,438.9,371.8,624.7,500.0,Sem problemas                                     
Belo Horizonte,3106200,MG,Minas Gerais        ,Sudeste     ,487.4,518.6,485.3,480.0,Sem problemas                                     
Nova Iguaçu,3303500,RJ,Rio de Janeiro      ,Sudeste     ,417.3,466.8,505.4,600.0,Sem problemas                                     
Tangará da Serra,5107958,MT,Mato Grosso         ,Centro-Oeste,,,,,Missing - Sem informação                          
Curitiba,4106902,PR,Paraná              ,Sul         ,426.6,570.9,522.9,640.0,Sem problemas                                     
Itatiba,3523404,SP,São Paulo           ,Sudeste     ,355.2,475.3,414.5,540.0,Sem problemas                                     
Almirante Tamandaré,4100400,PR,Paraná              ,Sul         ,565.9,562.0,637.9,520.0,Sem problemas                                     
Jundiaí,3525904,SP,São Paulo           ,Sudeste     ,554.6,584.7,685.4,720.0,Sem problemas                                     
Redenção,1506138,PA,Pará                ,Norte       ,454.9,473.2,452.2,620.0,Sem problemas                                     
Guaíba,4309308,RS,Rio Grande do Sul   ,Sul         ,406.4,552.6,380.7,600.0,Sem problemas                                     
Alvorada,4300604,RS,Rio Grande do Sul   ,Sul         ,501.9,344.7,484.0,560.0,Sem problemas                                     
Teresina,2211001,PI,Piauí               ,Nordeste    ,467.9,452.5,433.6,740.0,Sem problemas                                     
Luís Eduardo Magalhães,2919553,BA,Bahia               ,Nordeste    ,367.9,451.8,428.3,320.0,Sem problemas                                     
Palmeira dos Índios,2706307,AL,Alagoas             ,Nordeste    ,424.8,391.1,530.0,0.0,Em Branco                                         
Manaus,1302603,AM,Amazonas            ,Norte       ,,,,,Missing - Sem informação                          
Cabrobó,2603009,PE,Pernambuco          ,Nordeste    ,403.8,461.2,451.7,440.0,Sem problemas                                     
Salvador,2927408,BA,Bahia               ,Nordeste    ,489.6,511.4,523.0,740.0,Sem problemas                                     
Carauari,1301001,AM,Amazonas            ,Norte       ,497.5,480.7,431.4,680.0,Sem problemas                                     
Porto Seguro,2925303,BA,Bahia               ,Nordeste    ,484.6,579.9,485.8,420.0,Sem problemas                                     
